gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PPP2R3C	0.017748955493409678	0.7853778142843619	0.11	0.073	1
DAD1	0.017798587212235643	0.27789213769666055	0.398	0.365	1
TM2D1	0.01790350745029661	0.253833895135621	0.11	0.072	1
DNAJC8	0.018753687536521072	0.2603127260892517	0.261	0.214	1
PSMB6	0.018790005387770432	0.6629603977661951	0.307	0.275	1
FGD3	0.01899881571045098	0.29584182448208785	0.125	0.087	1
VPS72	0.019077065326751543	0.31763954604962613	0.102	0.067	1
MATR3	0.019267695236137614	0.3184381277312269	0.231	0.186	1
FIP1L1	0.019527493436961155	0.2601505793943982	0.117	0.079	1
STK10	0.019623792597556606	0.4378047763241375	0.163	0.123	1
TM2D3	0.01969593175913204	0.29664930789281524	0.117	0.08	1
CLTB	0.019820169327044983	0.3108089032132758	0.227	0.187	1
LDHA	0.019855637679487993	0.36848297528443075	0.504	0.492	1
MTCH1	0.020116111827372014	0.3038633385716938	0.182	0.139	1
C14orf1	0.020234633553015986	0.9248483800571854	0.133	0.094	1
LMO4	0.020426167962858413	0.29836392421585994	0.11	0.074	1
ZEB2	0.020608473924791974	0.2629685438853273	0.114	0.077	1
STX4	0.020668420189864457	0.6511515185629452	0.136	0.096	1
COMMD8	0.021235422695817314	0.3806962906008302	0.159	0.118	1
C11orf73	0.021252973419940823	0.2975015882533498	0.167	0.125	1
SRSF4	0.021572219712111228	0.27227721334031096	0.174	0.131	1
RBBP7	0.02209288901428903	0.3153237467006976	0.178	0.136	1
PSMD13	0.022215294806727466	0.3097886508087211	0.212	0.172	1
LASP1	0.02224532200168819	0.30031565005891014	0.129	0.091	1
PDHB	0.02231116393006132	0.3012645238206191	0.186	0.144	1
SDF2	0.022346858726655892	0.26895815675494805	0.17	0.128	1
ING4	0.0231584448075951	0.2800726703179347	0.133	0.094	1
CSK	0.02371086796920394	0.49439930022474976	0.258	0.216	1
HNRNPR	0.024264793426995557	0.28349381907228655	0.246	0.202	1
RASA3	0.024643446335541754	0.2892442387423876	0.121	0.084	1
SHISA5	0.024657463235194497	0.338502082188622	0.265	0.225	1
DYNLL1	0.026046889560409073	0.8485196790413219	0.364	0.337	1
SNRNP40	0.02633803145895257	0.26250143223488553	0.155	0.116	1
CHTOP	0.02689777816452273	0.2592207277045804	0.136	0.099	1
TROVE2	0.027131223586847903	0.3176906254541294	0.114	0.079	1
AP2M1	0.027183811210785124	0.526751864155268	0.337	0.307	1
MEA1	0.02756515181218225	0.30244682781539933	0.163	0.125	1
C17orf49	0.027961354073907804	0.28414564592802194	0.133	0.096	1
FRG1	0.028422995801286093	0.28331500345509153	0.159	0.12	1
SSBP1	0.02866181796918254	0.755257441619539	0.273	0.238	1
YTHDF2	0.02884421206759553	0.5800769385021793	0.163	0.122	1
FKBP8	0.02909359449683238	0.2719356199145577	0.337	0.313	1
AKAP13	0.02969345544472271	0.40540898183012775	0.201	0.16	1
RSBN1L	0.029736367901020227	0.2599873229728834	0.148	0.108	1
HEXB	0.029846450526645908	0.2686068385541426	0.14	0.103	1
C17orf62	0.030558767059916243	0.2641061508489504	0.189	0.152	1
BRE	0.031442683758841024	0.3092412894207904	0.102	0.07	1
TMEM9B	0.03170868154536158	0.8192001027256872	0.223	0.187	1
ODF2L	0.03178375685802121	0.32006614939277245	0.155	0.118	1
PPM1G	0.03190222058556468	0.28381852131947793	0.197	0.157	1
BRD2	0.03196361632513183	0.29303871584669194	0.193	0.153	1
TMEM173	0.032227367129890654	0.32010573039239587	0.163	0.125	1
PET100	0.03228196016903139	0.28256466539927927	0.212	0.17	1
MDH2	0.03246792870159987	0.30182428350640866	0.326	0.296	1
TUBA1B	0.03342353035017101	0.28339844718922147	0.462	0.429	1
DCTD	0.03367407143176502	0.25414544066553807	0.106	0.073	1
XRCC5	0.03399445346140202	0.30976448694453884	0.273	0.238	1
ACTR10	0.03489592449550804	0.25475406936622	0.136	0.1	1
PIN1	0.035566276614605874	0.262802275226378	0.231	0.193	1
CCT5	0.036167952900298485	0.2780497291925512	0.216	0.183	1
COX6A1P2	0.03685384655639165	0.3138499416764685	0.22	0.186	1
RABAC1	0.03687286346631051	0.28454694467302977	0.348	0.318	1
DUSP23	0.036888220760315206	0.2740146480326824	0.133	0.098	1
SDHA	0.03826755499140898	0.2557783724980963	0.152	0.115	1
TSC22D4	0.039331689351553324	0.29669248411423266	0.205	0.17	1
DTD1	0.03947225048857934	0.2700256186682388	0.121	0.088	1
AKR1B1	0.0395825200349612	0.3023946270067418	0.186	0.149	1
DNASE2	0.04050615937592055	0.28171855742322854	0.117	0.086	1
DBNL	0.04089214592297199	0.3067411720318074	0.269	0.239	1
NDUFA5	0.04283965048533946	0.26700344054301983	0.201	0.166	1
ARHGDIA	0.04315500583575154	0.2813979333481409	0.318	0.286	1
DCTN2	0.04323544964262187	0.2649055258336387	0.159	0.125	1
VASP	0.04335425884256314	0.34870114919545836	0.307	0.272	1
COX5A	0.043808666745641746	0.3616370460202507	0.371	0.353	1
ELF1	0.04407316716383661	0.3376010192580121	0.163	0.129	1
FAM96B	0.04442329243978942	0.6200626684724266	0.288	0.26	1
TUBB4B	0.04598732690985025	0.2768762374260312	0.167	0.132	1
RBBP4	0.047079447420736206	0.2870777135032916	0.14	0.106	1
MRPL55	0.04736214184026084	0.33042717753080075	0.205	0.171	1
SRP19	0.04756521299443406	0.2965424388649416	0.178	0.144	1
MMP24-AS1	0.04879118701895833	0.28742363031567364	0.152	0.118	1
SREK1IP1	0.049855971056725144	0.26036932514475786	0.125	0.092	1
MAP2K3	0.05513676091231689	0.35238315813808985	0.17	0.139	1
KPNB1	0.05532247166203876	0.2768579311576248	0.148	0.115	1
NRBP1	0.056474743479252	0.2817532187208696	0.11	0.08	1
UTRN	0.05956770515864379	0.2538466695683266	0.114	0.084	1
MORF4L2	0.060826391832803056	0.2711234503081721	0.125	0.095	1
LRP10	0.061337418631641695	0.2850557044596239	0.133	0.102	1
PDCD7	0.06255855412398917	0.25346993198276635	0.11	0.08	1
AKNA	0.06346602132851192	0.2556547678580732	0.174	0.142	1
ZNF622	0.06471029828608486	0.4086212899920976	0.114	0.085	1
PBDC1	0.06804270958590498	0.3427307240223966	0.102	0.073	1
C17orf89	0.07141491113322751	0.25834213856724464	0.17	0.139	1
CCDC53	0.07373863521853712	0.2594293124986192	0.133	0.103	1
UBA2	0.07387579039427598	0.3796140433805355	0.129	0.099	1
CCS	0.07473792751693739	0.30172925302246745	0.125	0.097	1
METTL23	0.07649367252575416	0.25823857215346635	0.17	0.14	1
PRKAG1	0.0771649045178878	0.2771870002344262	0.121	0.093	1
MDH1	0.07770942721606873	0.25735508722977607	0.261	0.234	1
RPL7L1	0.07982953718514295	0.8153837991642996	0.136	0.107	1
NDUFV1	0.08384646526058193	0.37553547575918567	0.163	0.134	1
ADD3	0.08475513545996298	0.2877824887741457	0.22	0.19	1
ILF2	0.08687609003920807	0.26550307532213746	0.227	0.2	1
CD3G	0.08905793121495767	0.39757332943968104	0.239	0.217	1
SUPT4H1	0.09173272391340107	0.31876602954496147	0.318	0.286	1
PEPD	0.09230070947860007	0.27221595717704317	0.14	0.112	1
N4BP2L2	0.09245729047347713	0.27743846363399927	0.197	0.173	1
SIVA1	0.10114635063928594	0.5440058165022721	0.17	0.228	1
RBM42	0.10163382905970988	0.25657771487869524	0.106	0.081	1
BFAR	0.10218170359445836	0.27375829947039604	0.11	0.084	1
ATXN10	0.10343750010013085	0.6494560831741144	0.152	0.123	1
S1PR4	0.10399312923866999	0.4278648573451873	0.288	0.261	1
MCRS1	0.1051207129873295	0.2995684950545349	0.106	0.082	1
ARFGAP2	0.10672795740336458	0.3264050862653177	0.125	0.099	1
IDH3B	0.11003834344027828	0.28907779793160215	0.197	0.171	1
SEMA4D	0.11062330115658521	0.2763964429283248	0.106	0.083	1
CCT7	0.112437638299225	0.25626283688978657	0.216	0.193	1
ECI2	0.11752818604019465	0.5026113401709811	0.102	0.078	1
SUMO1	0.12176732973872072	0.33274239051094767	0.295	0.278	1
POLR2H	0.12329308770623058	0.2500191990931542	0.11	0.086	1
GBP2	0.12777064786246173	0.44580910827444953	0.22	0.194	1
KRAS	0.1289410130384442	0.3134790820525501	0.11	0.087	1
SUCLG1	0.1302695417790964	0.4208074611904806	0.193	0.171	1
CHMP5	0.13186811701871018	0.3211476744200581	0.235	0.22	1
MLF2	0.13207578405897002	0.25586509688476733	0.163	0.139	1
IMP4	0.13592513255842023	0.38795347806638714	0.14	0.115	1
STOML2	0.1380556565593985	0.3472390313898621	0.152	0.126	1
NARF	0.14171500686900762	0.2578646636394259	0.102	0.081	1
SNF8	0.15453245516294328	0.3069108700901071	0.208	0.189	1
SPAG7	0.15496815269425732	0.35202829267538394	0.223	0.205	1
FDFT1	0.15587626936743632	0.2554512677466467	0.148	0.125	1
GBP1	0.16126305048082232	0.26690748045981405	0.129	0.105	1
EMG1	0.16350763311581626	0.7754862438823326	0.121	0.099	1
PPP6C	0.1654361854992475	0.5148805864943005	0.083	0.115	1
NT5C	0.1666348264134625	0.4684370316034483	0.148	0.124	1
CD3D	0.17603548596186835	0.382614542534939	0.485	0.524	1
TMED10	0.17862739752588203	0.27374562522820667	0.205	0.189	1
CSNK2B	0.18123198114154498	0.45797240123613725	0.341	0.342	1
NAA20	0.19690842797655012	0.2578670023851619	0.155	0.134	1
NME3	0.19793776010718875	0.6352776639339434	0.167	0.15	1
C16orf13	0.19843278008798326	0.5402866501246323	0.197	0.176	1
ATP6V1E1	0.19908032862927452	0.25053833984308727	0.186	0.17	1
COMMD7	0.20589778821921065	0.3202101268237867	0.182	0.166	1
PSMD7	0.21317328647103886	0.5198542699453426	0.212	0.197	1
THRAP3	0.2139742066278475	0.25944543939072773	0.133	0.112	1
RANBP1	0.21580787596413484	0.37154307053800184	0.295	0.289	1
PTP4A2	0.21681027475204673	0.28256504116439407	0.25	0.235	1
IRF7	0.22051958812204658	0.29578674157518625	0.182	0.163	1
AHNAK	0.22739323947699397	0.5052705323146198	0.284	0.274	1
TOMM22	0.2277917879928138	0.38464982225278765	0.261	0.251	1
KRT10	0.2290567739606016	0.306877780001797	0.25	0.241	1
NOP58	0.23176575899863072	0.6021272717744208	0.076	0.102	1
CD96	0.24774777969475686	0.5659183765144142	0.133	0.116	1
RNASEH2C	0.24814367842709714	0.326406393433022	0.186	0.171	1
MRPL51	0.2504416303335646	0.7587797385783639	0.212	0.203	1
ACAP1	0.25046589421112	0.3099707003914094	0.314	0.302	1
OCIAD1	0.25184868284424733	0.41749823217294824	0.208	0.194	1
STRAP	0.2533844091508377	0.264257171116138	0.182	0.17	1
PPP2CA	0.25404794660935615	0.8471922919848363	0.163	0.147	1
TMEM141	0.2572090820592395	0.6627047976858946	0.125	0.108	1
PSMA1	0.26532183525753483	0.5600163212804894	0.254	0.25	1
PTPN6	0.2930509863022238	0.30889012705249663	0.303	0.294	1
CGGBP1	0.3017392747119642	0.25243206503369664	0.144	0.131	1
RTF1	0.30656252271761303	0.4204213805304622	0.17	0.156	1
ANXA11	0.31044635904686635	0.2726133469665921	0.223	0.277	1
RAB11B	0.32206909832217095	0.5265322946613659	0.155	0.141	1
LINC-PINT	0.3321506540889672	0.3451734700486041	0.106	0.092	1
URM1	0.33286639632060167	0.36036849270185356	0.14	0.126	1
ANXA2R	0.3348873385393307	0.5310190335358563	0.186	0.177	1
IAH1	0.33839169129992913	0.29441613589602267	0.17	0.16	1
PRPF31	0.34181828300153533	0.3780574091523653	0.117	0.102	1
CELF1	0.35310675197520297	0.6873306545475303	0.106	0.095	1
TEX264	0.36191704565166627	0.3475282437190247	0.174	0.164	1
CASP4	0.36243983582107114	0.26026104455641574	0.311	0.318	1
MRPL22	0.37071717748936633	0.25263129802838935	0.136	0.125	1
MRPS34	0.3737601609974199	0.44046467113998855	0.216	0.21	1
VAPA	0.3846897521917948	0.42277755632553315	0.288	0.29	1
TPGS1	0.3873735058283253	0.43810218474754103	0.133	0.12	1
NUBP2	0.41260891398668886	0.34661232297265654	0.11	0.099	1
SELPLG	0.4214760971404593	0.5619248475214609	0.186	0.177	1
ELOF1	0.4346282936422958	0.5348762673781018	0.152	0.14	1
XRCC6	0.4364828698224937	0.34440232416518235	0.318	0.328	1
PHF14	0.4370978380611724	0.8551859151474894	0.117	0.105	1
C9orf78	0.44173303227781585	0.31667620553802145	0.284	0.295	1
STX5	0.4439481918054714	0.2527873416687233	0.129	0.119	1
TMEM205	0.4558910933320467	0.4073032422689664	0.095	0.115	1
LAPTM4A	0.46482416450775627	0.34968341716759976	0.193	0.228	1
PBXIP1	0.4882604581944629	0.25881714750810303	0.167	0.162	1
MRPL9	0.4979263546363403	0.30325084958466775	0.148	0.139	1
CACYBP	0.5427448720322432	0.37074735864255104	0.197	0.194	1
TRAPPC3	0.5829784874568306	0.47984323193627976	0.163	0.164	1
ATP5F1	0.587720241968022	0.34215080663281405	0.352	0.375	1
ARGLU1	0.5919039964392974	0.45871490307151985	0.178	0.178	1
BLOC1S1	0.6821630258126175	0.2971085121599699	0.28	0.316	1
CMTM6	0.7036820059764188	0.2944842166318671	0.167	0.172	1
YIPF3	0.7186227136170227	0.4402425729670647	0.102	0.1	1
DNAJC19	0.736100674996547	0.47520748457345385	0.148	0.15	1
LAMTOR2	0.7491589491496737	0.29253875423605735	0.216	0.225	1
MLX	0.785545179907156	0.42628147373942793	0.117	0.119	1
SH3KBP1	0.79675488850411	0.26153995507159045	0.159	0.164	1
MAPK1IP1L	0.8128250300554231	0.5788064873638538	0.106	0.117	1
VPS28	0.844503075052293	0.5053151433948713	0.326	0.36	1
LSM14A	0.8496049914733725	0.5865005903934328	0.159	0.164	1
PCMT1	0.8498978915072757	0.6613457978201867	0.216	0.228	1
RNF181	0.8513605263693571	0.28339043085447635	0.201	0.22	1
RGS19	0.8601817911919447	0.4421974741744481	0.242	0.273	1
SRP72	0.8625478261560426	0.4399893122790717	0.152	0.166	1
GMFG	0.8914731321311182	0.2791671737503636	0.693	0.701	1
TRAPPC6A	0.8942807388646938	0.2905290569094495	0.189	0.202	1
REXO2	0.9179757263690074	0.5047062576974932	0.102	0.109	1
CSNK1A1	0.9293474932773762	0.4778036735672023	0.152	0.158	1
VPS29	0.9641298428345991	0.33656238909472314	0.182	0.199	1
