gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ARHGEF3	1.1580237277212766e-5	0.27441102286774366	0.108	0.054	0.1588113740196959
MIF4GD	1.3223080510222011e-5	0.2616518822285262	0.167	0.097	0.18134132611718465
TMEM9B	1.4747585302354572e-5	0.32505521097541556	0.267	0.174	0.2022483848364906
LSM6	1.7334822254471468e-5	0.4360556800404387	0.236	0.149	0.2377297523978217
ANXA6	1.7723292011204018e-5	0.2612523579436017	0.371	0.279	0.2430572266416519
DTYMK	1.859037808788152e-5	0.2802815985482771	0.108	0.054	0.25494844509720715
WDR45	2.0891043200073598e-5	0.46833838724449123	0.13	0.071	0.2864997664458093
IMP3	2.096286208884109e-5	0.39455508397545747	0.291	0.197	0.28748469068636673
ADRM1	2.3054489708384378e-5	0.3776336032480697	0.244	0.161	0.31616927186078336
TIGIT	2.3791917568806932e-5	0.37383446322779534	0.112	0.06	0.3262823575386183
KLRG1	2.7453761107630265e-5	0.4183402486740102	0.167	0.103	0.37650087983004143
FKBP2	2.84581480168048e-5	0.28259215250493686	0.2	0.124	0.39027504190246104
RNF126	2.9861293096516513e-5	0.2552374276438092	0.226	0.146	0.40951777352562746
LYAR	3.2695550853727146e-5	0.4587509689875213	0.246	0.168	0.4483867844080141
TUBA1A	3.740539193154321e-5	0.2836754013539631	0.544	0.444	0.5129775449491836
AKAP13	3.85400433279382e-5	0.28343459430296025	0.232	0.149	0.5285381541993445
PRPF40A	4.072634801667613e-5	0.25909375450144323	0.187	0.117	0.5585211367006965
RTFDC1	4.40027297958459e-5	0.44864822922110736	0.287	0.194	0.6034534364202307
GPAA1	4.532940723232999e-5	0.2825447234779269	0.145	0.083	0.6216474907841735
JAK1	5.281178149097469e-5	0.2936199978823111	0.267	0.185	0.7242607713672269
SDF4	5.475502809466442e-5	0.27021710961388934	0.181	0.114	0.7509104552902278
PRR5	6.324279869901865e-5	0.6807752853451604	0.1	0.052	0.8673117413583418
NCR3	7.974566895986336e-5	0.33429025165233583	0.141	0.083	1
CYTH4	8.57887630700298e-5	0.35143643689969384	0.187	0.119	1
HNRNPA2B1	9.06398260427812e-5	0.35283529241440803	0.729	0.616	1
LDHA	9.617338756349904e-5	0.25095632951402	0.591	0.471	1
PPP2CA	1.1221123657877778e-4	0.2828706402619561	0.21	0.135	1
CDKN1A	1.2555622293594038e-4	0.2532976304520004	0.112	0.061	1
KPNB1	1.257421119866206e-4	0.26873814531281304	0.171	0.106	1
MRPS34	1.3208481181922106e-4	0.39109772131744835	0.279	0.195	1
PCMT1	1.3289415673174018e-4	0.47821007636326196	0.303	0.21	1
SAMM50	1.3339594286044837e-4	0.3387033397935601	0.108	0.059	1
STX5	1.5424074206775342e-4	0.2505893047497425	0.173	0.108	1
MIB2	1.6153844363310424e-4	0.2608672267780928	0.102	0.056	1
NDUFB5	1.9500737759493508e-4	0.35652286844913084	0.283	0.197	1
XBP1	1.9685265199772203e-4	0.47356288527827073	0.35	0.271	1
CD164	2.027081247080623e-4	0.27774436799368507	0.428	0.325	1
LRRC59	2.2047705876434485e-4	0.6913745799581088	0.1	0.054	1
SKAP2	2.253672376896311e-4	0.3559000208647952	0.1	0.054	1
NCL	2.4301537828961642e-4	0.2942703283023953	0.314	0.223	1
TMEM109	2.444358941806363e-4	0.28760520469073647	0.175	0.113	1
SMIM7	2.846005017736443e-4	0.2634745739775991	0.222	0.149	1
RFXANK	3.46319111824085e-4	0.3993062719145015	0.161	0.102	1
HLA-F	3.763635569699396e-4	0.3441023691189824	0.415	0.313	1
PRKCB	4.0983999037405344e-4	0.26941655673240095	0.196	0.127	1
MGAT1	4.2513566679325054e-4	0.3022614344118958	0.179	0.118	1
NT5C	4.703037795569854e-4	0.25177650241840643	0.179	0.115	1
DDOST	5.07608618089561e-4	0.2752149391697605	0.248	0.176	1
HSPA5	5.539128892651781e-4	0.2794543669739086	0.259	0.187	1
PLBD1	6.816521402926551e-4	0.32456904321961966	0.13	0.078	1
C17orf62	7.076813705388055e-4	0.3638056765637523	0.208	0.143	1
UBE2B	7.276408756662419e-4	0.28670340191775634	0.208	0.139	1
NDUFA12	7.315340541554893e-4	0.260778933957579	0.285	0.208	1
ATP6V1D	7.444182959195069e-4	0.34338320736656713	0.118	0.071	1
FAM96B	7.496245645849716e-4	0.2608372893845672	0.334	0.246	1
FAM32A	7.812331344965579e-4	0.29434884499747294	0.193	0.131	1
BAZ2A	7.827254865040378e-4	0.6005752488459617	0.11	0.065	1
TMEM126B	0.001017867905692819	0.35943803021234433	0.159	0.106	1
TUBB	0.0011033275540945535	0.26882944960624844	0.393	0.3	1
ATXN10	0.0012489279989867012	0.5067821606778484	0.173	0.116	1
VAMP8	0.0012912125212937095	0.2556325420227603	0.582	0.491	1
CD99	0.0013147257887293937	0.30383979548268014	0.542	0.498	1
GCHFR	0.0017807252635247428	0.2624464006047156	0.141	0.094	1
PSMD7	0.0018957456162540373	0.3067411496160064	0.255	0.185	1
CALCOCO2	0.0019469916416414456	0.32047354457216837	0.175	0.118	1
RAB11B	0.0020314923527847916	0.32610413327356946	0.191	0.131	1
PTPN7	0.0027109474073214383	0.35455226568615883	0.128	0.086	1
EMG1	0.0036936098298082027	0.4769348819700827	0.138	0.092	1
JAGN1	0.003928958029641809	0.3139801231412819	0.173	0.122	1
RBM39	0.004187008744184814	0.44546991620012255	0.42	0.338	1
RNF166	0.004937867618094856	0.28850122583109195	0.214	0.158	1
PRDX1	0.006146634905203517	0.32869005816669516	0.369	0.291	1
SAMSN1	0.007618241532714954	0.30264287915063437	0.12	0.081	1
MESDC2	0.008517576264299996	0.25039106195146965	0.151	0.109	1
ITPA	0.009353375780320725	0.4343752105249614	0.163	0.117	1
C11orf58	0.010533673315859169	0.2639295289910184	0.454	0.374	1
CHIC2	0.012732490160229945	0.32548359927855164	0.102	0.068	1
POLDIP2	0.01422397289281148	0.5199781006774569	0.114	0.079	1
RPS19BP1	0.014962347538195872	0.35910815553901565	0.295	0.234	1
ADD1	0.01595712993545565	0.25419180039090705	0.122	0.086	1
MAPK1IP1L	0.024704282910518512	0.39540773928952866	0.147	0.109	1
STRA13	0.025813274620067373	0.3098704029770585	0.141	0.102	1
DGKZ	0.026220206291374885	0.32280506637995277	0.126	0.093	1
CDC5L	0.02678000429751509	0.25471784792049806	0.104	0.073	1
C16orf13	0.028764838071839584	0.2549338604187503	0.218	0.17	1
VPS28	0.032377622417403176	0.3706077225535973	0.418	0.343	1
SLFN5	0.034602003869649366	0.30992765415492307	0.114	0.083	1
PSMC6	0.03781800960493538	0.48044287949209524	0.112	0.081	1
EI24	0.03876002886147309	0.26991410695744894	0.1	0.073	1
SRSF3	0.0459749096222313	0.3438034271841901	0.525	0.463	1
CELF1	0.048892758742775606	0.39350377471677267	0.12	0.09	1
ACP1	0.052646827791499796	0.3357814850231362	0.275	0.228	1
STUB1	0.05629827663072116	0.27543485188425443	0.277	0.224	1
MRPS6	0.058771969977073554	0.33494965967077095	0.193	0.156	1
ARL4A	0.07369209470280023	0.37936785893958536	0.183	0.148	1
ABT1	0.07914402149211942	0.26050788448157136	0.143	0.111	1
EIF1AY	0.088285033275466	0.25087872685235446	0.171	0.136	1
NME3	0.08911655158199014	0.25418870760960655	0.181	0.144	1
SIVA1	0.10069362079779584	0.5033868533254469	0.263	0.213	1
PHF14	0.10485177640794743	0.48452987733799535	0.128	0.101	1
PRPF31	0.11193292277393871	0.326443513239446	0.126	0.099	1
TMEM205	0.13619157538589383	0.2720471607143121	0.134	0.108	1
NOP58	0.13804618927484233	0.25225733833809727	0.081	0.103	1
DNAJC15	0.15233483364141334	0.8817992232822256	0.171	0.139	1
ALOX5AP	0.16547749199557918	0.3513185564771033	0.248	0.231	1
RBPJ	0.18608395742635683	0.39227494456542583	0.104	0.083	1
U2SURP	0.28235525502261344	0.2681565820198437	0.1	0.083	1
CD7	0.31463505178886103	0.31161983710865315	0.367	0.368	1
BUB3	0.4747393508550883	0.2543860574412182	0.226	0.211	1
RPL7L1	0.5399588482663515	0.38679415763456504	0.118	0.108	1
ARL2	0.6308906006229811	0.4763457573087275	0.124	0.114	1
